File #,Action Date,Title,Vote
201321,2/10/2021,"Resolution approving Amendment No. 2 to Terminal 3 Concourse Specialty Store Lease No. 09-0176 between Air Sun J.V., a joint venture between Luxottica of America, Inc. and Corliss Stone-Littles, LLC, and the City and County of San Francisco, acting by and through its Airport Commission, for a second extension of the term for three years to no later than December 31, 2023, with a condition that the Airport Director, at their sole and absolute discretion, may terminate earlier by providing six months’ advance written notice, with no change to the current minimum annual guarantee, subject to adju",Aye
201345,2/10/2021,"Resolution approving Amendment No. 3 to the Specialty Coffee Facilities Lease No. 03-0069, between Gotham Enterprises, LLC, and the City and County of San Francisco, acting by and through its Airport Commission, to extend the term of the Lease by three years to December 31, 2023, with a condition that the Airport Director, at his sole and absolute discretion, may terminate earlier by providing six months’ advance written notice to tenant, with no change to the current minimum annual guarantee, subject to adjustment in accordance with the terms and conditions of the Lease, effective upon approv",Aye
201346,2/10/2021,"Resolution approving Amendment No. 2 to Domestic Terminal Food and Beverage Lease No. 03-0203 between D-Lew Enterprises, LLC, and the City and County of San Francisco, acting by and through its Airport Commission, for a second extension of the term for three years to no later than December 31, 2023, with a condition that the Airport Director, at their sole and absolute discretion, may terminate earlier by providing six months’ advance written notice, with no change to the current minimum annual guarantee, subject to adjustment in accordance with the terms and conditions of the Lease, effective",Aye
201347,2/10/2021,"Resolution approving Amendment No. 3 to the Electronics and Technology Stores in Terminal 2 and Terminal 3 Lease No. 10-0038, between InMotion Entertainment Group, LLC, dba InMotion, and the City and County of San Francisco, acting by and through its Airport Commission, for a second extension of the term for three years to no later than December 31, 2023, with a condition that the Airport Director, at their sole and absolute discretion, may terminate earlier by providing six months’ advance written notice, with no change to the current minimum annual guarantee, subject to adjustment in accorda",Aye
210058,2/10/2021,Hearing to consider the annual review and adoption of the Proposed Draft Fiscal Years (FYs) 2021-2022 and 2022-2023 Budgets for the Board of Supervisors/Office of the Clerk of the Board; and requesting the Office of the Clerk of the Board to report.,Aye
201364,2/10/2021,"Ordinance appropriating $10,050,000 from the General Reserve to the Mayor’s Office of Housing and Community Development for rent relief under the Rent Resolution and Relief Fund and $10,050,000 for the acquisition, creation and operation of affordable, social housing under the Housing Stability Fund in Fiscal Year (FY) 2020-2021.",Aye
210010,2/10/2021,"Resolution approving Amendment No. 1 to Performance Contract No. 18-95270, between the County of San Francisco, Department of Public Health, and the California Department of Health Care Services, adding the Substance Abuse Prevention and Treatment Block Grant to the programs covered by Performance Contract No. 18-95270, for the period of July 1, 2018, through June 30, 2021.",Aye
210082,2/10/2021,"Resolution authorizing the Mayor’s Office of Housing and Community Development to expend SoMa Community Stabilization Fund dollars in the amount of $3,000,000 to acquire and/or renovate a nonprofit-owned facility in the South of Market neighborhood, in accordance with the purposes and goals for the funding set forth in the Strategic Plan and the Funding Recommendations approved by the SoMa Community Stabilization Fund Community Advisory Committee.",Aye
210082,2/10/2021,"Resolution authorizing the Mayor’s Office of Housing and Community Development to expend SoMa Community Stabilization Fund dollars in the amount of $3,000,000 to acquire and/or renovate a nonprofit-owned facility in the South of Market neighborhood, in accordance with the purposes and goals for the funding set forth in the Strategic Plan and the Funding Recommendations approved by the SoMa Community Stabilization Fund Community Advisory Committee.",Aye
210010,2/10/2021,"Resolution approving Amendment No. 1 to Performance Contract No. 18-95270, between the County of San Francisco, Department of Public Health, and the California Department of Health Care Services, adding the Substance Abuse Prevention and Treatment Block Grant to the programs covered by Performance Contract No. 18-95270, for the period of July 1, 2018, through June 30, 2021.",Aye
201349,2/3/2021,"Resolution approving Modification No. 3 to Airport Contract No. 50205, Escalator and Electric Walk Maintenance, Repair, and On-Call Services, with KONE Inc., to increase the contract amount by $8,500,000 for a new not to exceed contract amount of $18,265,600 with no change to the contract term, to commence upon approval by the Board of Supervisors, pursuant to Charter, Section 9.118(b).",Aye
201349,2/3/2021,"Resolution approving Modification No. 3 to Airport Contract No. 50205, Escalator and Electric Walk Maintenance, Repair, and On-Call Services, with KONE Inc., to increase the contract amount by $8,500,000 for a new not to exceed contract amount of $18,265,600 with no change to the contract term, to commence upon approval by the Board of Supervisors, pursuant to Charter, Section 9.118(b).",Aye
210010,2/3/2021,"Resolution approving Amendment No. 1 to Performance Contract No. 18-95270, between the County of San Francisco, Department of Public Health, and the California Department of Health Care Services, adding the Substance Abuse Prevention and Treatment Block Grant to the programs covered by Performance Contract No. 18-95270, for the period of July 1, 2018, through June 30, 2021.",Aye
201424,2/3/2021,"Resolution retroactively authorizing the Office of Economic and Workforce Development to accept and expend a grant in the amount of $150,000 from the California Employment Development Department, a recipient of the grant award from the United States Department of Labor for Workforce Innovation and Opportunity Act (WIOA) Workforce Accelerator Fund 8.0 Project, for the period of April 1, 2020, through September 30, 2021.",Aye
201290,2/3/2021,"Resolution retroactively authorizing the Office of Economic and Workforce Development to accept and expend a grant in the amount of $160,000 from the North Valley Workforce Development Board, a recipient of the grant award from United States Department of Labor for SlingShot 3.0 Regional Plan implementation coordination, a regional tech apprenticeship coordination, during the grant period of April 1, 2020, through March 31, 2022.",Aye
201425,2/3/2021,"Resolution retroactively authorizing the acceptance and expenditure of State Transportation Development Act, Article 3, Pedestrian and Bicycle Project funding for Fiscal Year (FY) 2020-2021, in the amount of $1,215,999 which includes $607,999 for Public Works and $608,000 for the Municipal Transportation Agency, for the term of July 1, 2020, through June 30, 2023.",Aye
201428,2/3/2021,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $13,760,604 from the Federal Emergency Management Agency to hire thirty-six new firefighters for the performance period of February 8, 2021, through March 9, 2024, and waiving indirect costs.",Aye
201428,2/3/2021,"Resolution retroactively authorizing the Fire Department to accept and expend a grant in the amount of $13,760,604 from the Federal Emergency Management Agency to hire thirty-six new firefighters for the performance period of February 8, 2021, through March 9, 2024, and waiving indirect costs.",Aye
201159,2/3/2021,"Hearing to review investment of services for the Lakeview, Oceanview, Merced Heights, and Ingleside community from 2013 through 2020; and requesting the Office of Early Care and Education, Human Service Agency, Office of Economic and Workforce Development, Mayor’s Office of Housing and Community Development, Department of Children, Youth and Their Families, Department of Aging and Adult Services, and Department of Public Health to report.",Aye
201414,2/3/2021,Ordinance amending the Administrative Code to establish the San Francisco Music and Entertainment Venue Recovery Fund to provide grants to certain music and entertainment venues whose operations have been negatively impacted by the COVID-19 emergency.,Aye
210007,2/3/2021,"Resolution approving the form of an Amended and Restated Trust Agreement providing for the restructuring of the Airport Commission’s $260,000,000 aggregate principal amount of outstanding Special Facility Revenue Bonds (San Francisco International Airport Hotel), Series 2018; and approving certain related matters, as defined herein.",Aye
210007,2/3/2021,"Resolution approving the form of an Amended and Restated Trust Agreement providing for the restructuring of the Airport Commission’s $260,000,000 aggregate principal amount of outstanding Special Facility Revenue Bonds (San Francisco International Airport Hotel), Series 2018; and approving certain related matters, as defined herein.",Aye
201343,2/2/2021,Ordinance exempting from requirements of the Administrative Code and the Environment Code the Reimbursable Agreement between the San Francisco International Airport and the Federal Aviation Administration for services to commission a Ground Based Augmentation System at the Airport; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye
210027,2/2/2021,"Ordinance appropriating $129,000,000 of Revenue Bond proceeds to the Municipal Transportation Agency for street and transit projects in Fiscal Year (FY) 2020-2021; and placing these funds on the Controller’s Reserve pending receipt of proceeds of indebtedness.",Aye
210034,2/2/2021,"Resolution authorizing the sale, issuance and execution of not to exceed $129,000,000 aggregate principal amount on a tax-exempt or taxable basis of revenue bonds by the Municipal Transportation Agency to provide funds to finance capital improvements for the Municipal Transportation Agency’s purposes, approving the form of certain financing documents including a bond purchase contract, the sixth supplement to indenture of trust, one or more escrow agreements, and a continuing disclosure certificate; authorizing the taking of appropriate actions in connection therewith, as defined herein, and r",Aye
201281,2/2/2021,"Resolution approving Amendment No. 2 to the agreement between the Regents of the University of California at San Francisco, Division of Substance Abuse Medicine, and the Department of Public Health for behavioral health narcotic addiction treatment services, to increase the agreement amount by $30,228,053 for a total amount not to exceed $44,226,998; and to extend the term by six years from July 1, 2021, for a total agreement term of July 1, 2018, through June 30, 2027.",Aye
201367,2/2/2021,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant increase in the amount of $43,173 for a total amount of $124,904 from the Centers for Disease Control and Prevention through the Regents of the University of California, San Francisco for participation in a program, entitled “Recent Infection Surveillance Consortium,” for the period of August 1, 2019, through September 29, 2021.",Aye
201348,2/2/2021,"Resolution approving Amendment No. 2 to the International Terminal Duty Free and Luxury Store Lease No. 17-0303 between DFS Group, L.P. and the City and County of San Francisco, acting by and through its Airport Commission, which continues the temporary modified percentage rent structure to 33% of sales through the earlier to occur of December 31, 2023, or the reinstatement of the minimum annual guarantee of $42,000,000 contingent upon completion of certain construction projects by December 31, 2021, with no change to the 14-year term, to commence upon approval by the Board of Supervisors.",Aye
201392,2/2/2021,"Resolution declaring the intent of the City and County of San Francisco (“City”) to reimburse certain expenditures from proceeds of future bonded indebtedness; authorizing the Director of the Mayor’s Office of Housing and Community Development (“Director”) to submit an application and related documents to the California Debt Limit Allocation Committee (“CDLAC”) to permit the issuance of residential mortgage revenue bonds in an aggregate principal amount not to exceed $90,000,000 for 1151 Fairfax Avenue and 112 Middle Point Road; authorizing and directing the Director to direct the Controller’s",Aye
201393,2/2/2021,"Resolution declaring the intent of the City and County of San Francisco (“City”) to reimburse certain expenditures from proceeds of future bonded indebtedness in an aggregate principal amount not to exceed $150,000,000; authorizing the Director of the Mayor’s Office of Housing and Community Development (“Director”) to submit an application and related documents to the California Debt Limit Allocation Committee (“CDLAC”) to permit the issuance of residential mortgage revenue bonds in an aggregate principal amount not to exceed $150,000,000 for 1801-25th Street (San Francisco, California 94107);",Aye
210033,2/2/2021,"Resolution declaring the intent of the City and County of San Francisco (“City”) to reimburse certain expenditures from proceeds of future bonded indebtedness in an aggregate principal amount not to exceed $108,000,000; authorizing the Director of the Mayor’s Office of Housing and Community Development (“Director”) to submit an application and related documents to the California Debt Limit Allocation Committee (“CDLAC”) to permit the issuance of residential mortgage revenue bonds in an aggregate principal amount not to exceed $108,000,000 for 1360-43rd Avenue (Shirley Chisholm Village); author",Aye
201394,2/2/2021,"Resolution retroactively approving a lease amendment between SFII 1390 Market St, LLC, as landlord, and the City, as tenant, for space occupied by the Department of Children, Youth and Their Families, at Fox Plaza, 1390 Market Street, at a base rent of $704,990 per year with annual rent increases of 3%, to extend the term of the Lease by five years, commencing December 1, 2020, through November 30, 2025, subject to earlier termination by the City; and authorizing the Director of Property to execute documents, make certain modifications and take certain actions in furtherance of the Amendment,",Aye
201398,2/2/2021,"Resolution retroactively authorizing the Police Department to accept and expend a grant in the amount of $185,424 from the California Commission on Peace Officer Standards and Training (POST) for the Distance Learning Grant Program, for the project period of October 15, 2020, through June 30, 2021.",Aye
201423,2/2/2021,"Resolution authorizing the Mayor’s Office of Housing and Community Development to expend SoMa Community Stabilization Fund dollars in the increased amount of $78,000 for a total amount of $378,000 to extend a grant supporting Trauma Informed Systems training and counseling for students, families, faculty and staff at Bessie Carmichael School; and amending a grant agreement with the University of California, San Francisco (UCSF) HEARTS Program to provide the specified services, to extend the grant term by one year for a total term of July 1, 2018, through June 30, 2021.",Aye
210008,2/2/2021,"Resolution approving an emergency declaration of the San Francisco Public Utilities Commission (SFPUC) pursuant to Administrative Code, Section 6.60, to replace and repair fences on SFPUC watershed land in Alameda watershed damaged by the SCU Lightning Complex Fire, with a total cost not to exceed $4,250,000.",Aye
201315,2/2/2021,"Resolution approving the settlement of the unlitigated claim filed by Levi’s Plaza TIC Trust against the City and County of San Francisco for $10,241,561.60 plus statutory interest; the claim was filed on July 2, 2020; the claim involves an alleged overpayment of real property transfer taxes.",Aye
201395,2/2/2021,"Resolution approving the official street names for certain unnamed streets, including Dr. Maya Angelou Lane and Toni Stone Crossing, located on San Francisco Port Commission property within the Seawall Lot 337 and Pier 48 Mixed-Use Project Area.",Aye
201396,2/2/2021,Resolution approving the official street names for certain unnamed streets located on Treasure Island and Yerba Buena Island based on historic references to the Islands and the San Francisco Golden Gate International Exposition of 1939 that was held on Treasure Island.,Aye
201400,2/2/2021,"Resolution initiating a landmark designation under Article 10 of the Planning Code for the San Francisco Eagle Bar, Assessor’s Parcel Block No. 3522, Lot No. 014, situated within the Leather and Lesbian, Gay, Bisexual, Transgender, Queer Cultural District.",Aye
210012,2/2/2021,"Motion approving the Mayor's nomination for appointment of Newsha Ajami to the Public Utilities Commission, for a term ending August 1, 2024.",Aye
210046,2/2/2021,"Motion appointing Alicia John-Baptiste (residency requirement waived), for indefinite term, to the Transbay Joint Powers Authority.",Aye
210046,2/2/2021,"Motion appointing Alicia John-Baptiste (residency requirement waived), for indefinite term, to the Transbay Joint Powers Authority.",Aye
210047,2/2/2021,"Motion appointing Angela Leung, term ending February 1, 2023, to the Park, Recreation and Open Space Advisory Committee.",Aye
210048,2/2/2021,"Motion appointing Bruce Wolfe, term ending April 27, 2021, and Kevin Frazier, Laura Stein, Matthew Yankee, Chris Hyland, Laurie Jones Neighbors, and Kai Forsley, terms ending April 27, 2022, to the Sunshine Ordinance Task Force.",Aye
210089,2/2/2021,"Resolution honoring Michael Krasny on the occasion of his retirement from nearly three decades of award-winning journalism as the host of KQED’s Forum; and proclaiming February 15, 2021, as “Michael Krasny Day” in the City and County of San Francisco.",Aye
210090,2/2/2021,"Resolution honoring San Francisco newsman, Joe Vazquez, on the occasion of his retirement from thirty-five years in broadcast journalism, with sixteen of those years at KPIX Channel 5.",Aye
210099,2/2/2021,"Resolution declaring February 1, 2021, through February 7, 2021, as National Gun Violence Survivor’s Week in the City and County of San Francisco.",Aye
210100,2/2/2021,"Resolution urging the Municipal Transportation Agency (MTA) to create a plan to expedite reinstating transit lines to pre-pandemic levels and develop post-COVID transit service with stakeholder and community input, and to prioritize community routes and bus routes that streamline access to equitably serve all neighborhoods within San Francisco.",Aye
210063,2/2/2021,"Closed Session for the Board of Supervisors to convene in closed session on February 2, 2021, pursuant to California Government Code, Section 54956.9(a), and San Francisco Administrative Code, Section 67.10(d)(1), for the purpose of conferring with, or receiving advice from, the City Attorney regarding the following existing litigation in which the City is a petitioner and Pacific Gas & Electric Company is an adverse party: In re: PG&E Corporation and Pacific Gas & Electric Company, United States Bankruptcy Court, Northern District of California, Case No. 19-30088-DM, filed January 29, 2019; F",Aye
201259,2/2/2021,"Ordinance appropriating $85,000,000 of the Series 2021A Earthquake Safety and Emergency Response General Obligation Bond proceeds to Public Works, the Public Utilities Commission, and the Recreation and Park Department in Fiscal Year (FY) 2020-2021 for upgrade, replacement, improvement, rehabilitation, and seismic strengthening of City-owned fire, police, emergency, and disaster response facilities, as well as improvements to the City's Emergency Firefighting Water System; and placing these funds on Controller's reserve pending sale of the bonds.",Aye
201314,2/2/2021,"Resolution approving the settlement of the unlitigated claim filed by Michelle Daniels against the City and County of San Francisco for $100,000; the claim was filed on September 22, 2018; the claim involves an employment dispute.",Aye
201313,2/2/2021,"Ordinance authorizing settlement of two consolidated lawsuits filed by Taira De Bernardi, Stephen Val Kirwan, Abdullah Wazwaz, Jason Moore, Kenneth Yeung, and Brian Kam, acting for themselves and others similarly situated, against the City and County of San Francisco for $503,506.33; the first lawsuit was filed on July 30, 2018, in United States District Court for the Northern District of California, Case No. 3:18-cv-04597, entitled Taira De Bernardi and Stephen Val Kirwan v. City and County of San Francisco; and the second lawsuit was filed on September 14, 2018, in United States District Cou",Aye
201332,2/2/2021,"Ordinance approving amendments to the Mission Bay South Redevelopment Plan to increase the square footage for mixed office, research and development, and light manufacturing uses within the Mission Bay South Redevelopment Plan Area, with such square footage to be allocated to Parcel 7 of Block 43 (also known as 1450 Owens Street), located within Zone A of the Mission Bay South Redevelopment Plan Area; increasing the maximum average floor area in the Plan Area to accommodate such increased square footage; making findings under the California Environmental Quality Act; and making findings of con",Aye
210002,2/2/2021,"Ordinance authorizing settlement of the lawsuit filed by Pacific Bell Telephone Company against the City and County of San Francisco for $72,036; the lawsuit was filed on November 25, 2019, in San Francisco Superior Court, Case No. CGC-19-581035; entitled Pacific Bell Telephone Company v. City and County of San Francisco; the lawsuit involves alleged property damage arising from flooding.",Aye
